StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4,Q5_pre,Q5_post,Q6_1,Q6_2,Q6_3
2026-02-09 16:26:14,2026-02-09 16:26:14,IP Address,,100,577,True,2026-02-09 16:26:14,R_F_0278,,,,,,,anonymous,EN,Education,Fail,No,Yes,Yes,Yes,Yes,Yes
2026-02-10 08:33:27,2026-02-10 08:33:27,IP Address,,100,104,True,2026-02-10 08:33:27,R_F_0279,,,,,,,anonymous,EN,Education,Pass,No,Yes,Yes,No,No,Yes
2026-02-11 09:40:40,2026-02-11 09:40:40,IP Address,,100,483,True,2026-02-11 09:40:40,R_F_0280,,,,,,,anonymous,EN,Education,Pass,No,No,No,No,No,No
2026-02-12 10:47:53,2026-02-12 10:47:53,IP Address,,100,812,True,2026-02-12 10:47:53,R_F_0281,,,,,,,anonymous,EN,Education,Fail,No,No,No,Yes,Yes,Yes
2026-02-13 11:54:06,2026-02-13 11:54:06,IP Address,,100,183,True,2026-02-13 11:54:06,R_F_0282,,,,,,,anonymous,EN,Business,Pass,No,No,No,Yes,Yes,Yes
2026-02-14 12:01:19,2026-02-14 12:01:19,IP Address,,100,235,True,2026-02-14 12:01:19,R_F_0283,,,,,,,anonymous,EN,Education,Pass,No,No,No,No,No,No
2026-02-15 13:08:32,2026-02-15 13:08:32,IP Address,,100,251,True,2026-02-15 13:08:32,R_F_0284,,,,,,,anonymous,EN,Education,Pass,No,Yes,Yes,Yes,Yes,Yes
2026-02-16 14:15:45,2026-02-16 14:15:45,IP Address,,100,575,True,2026-02-16 14:15:45,R_F_0285,,,,,,,anonymous,EN,Education,Pass,No,No,Yes,Yes,Yes,Yes
2026-02-17 15:22:58,2026-02-17 15:22:58,IP Address,,100,60,True,2026-02-17 15:22:58,R_F_0286,,,,,,,anonymous,EN,Education,Fail,No,No,No,No,No,No
2026-02-18 16:29:11,2026-02-18 16:29:11,IP Address,,100,437,True,2026-02-18 16:29:11,R_F_0287,,,,,,,anonymous,EN,Education,Pass,No,No,Yes,No,No,Yes
2026-02-19 08:36:24,2026-02-19 08:36:24,IP Address,,100,304,True,2026-02-19 08:36:24,R_F_0288,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,Yes,Yes
2026-02-20 09:43:37,2026-02-20 09:43:37,IP Address,,100,680,True,2026-02-20 09:43:37,R_F_0289,,,,,,,anonymous,EN,Education,Pass,No,Yes,Yes,Yes,Yes,Yes
2026-02-21 10:50:50,2026-02-21 10:50:50,IP Address,,100,730,True,2026-02-21 10:50:50,R_F_0290,,,,,,,anonymous,EN,Education,Fail,No,No,Yes,No,No,Yes
2026-02-22 11:57:03,2026-02-22 11:57:03,IP Address,,100,228,True,2026-02-22 11:57:03,R_F_0291,,,,,,,anonymous,EN,Business,Pass,No,No,No,No,No,Yes
2026-02-23 12:04:16,2026-02-23 12:04:16,IP Address,,100,682,True,2026-02-23 12:04:16,R_F_0292,,,,,,,anonymous,EN,Business,Pass,No,Yes,Yes,No,No,No
2026-02-24 13:11:29,2026-02-24 13:11:29,IP Address,,100,198,True,2026-02-24 13:11:29,R_F_0293,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,No,No,No
2026-02-25 14:18:42,2026-02-25 14:18:42,IP Address,,100,867,True,2026-02-25 14:18:42,R_F_0294,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,Yes,Yes
2026-02-26 15:25:55,2026-02-26 15:25:55,IP Address,,100,475,True,2026-02-26 15:25:55,R_F_0295,,,,,,,anonymous,EN,Psychology,Pass,No,No,No,Yes,Yes,No
2026-02-27 16:32:08,2026-02-27 16:32:08,IP Address,,100,397,True,2026-02-27 16:32:08,R_F_0296,,,,,,,anonymous,EN,Education,Fail,No,Yes,Yes,No,Yes,Yes
2026-02-01 08:39:21,2026-02-01 08:39:21,IP Address,,100,577,True,2026-02-01 08:39:21,R_F_0297,,,,,,,anonymous,EN,Education,Pass,No,No,No,Yes,Yes,Yes
2026-02-02 09:46:34,2026-02-02 09:46:34,IP Address,,100,394,True,2026-02-02 09:46:34,R_F_0298,,,,,,,anonymous,EN,Psychology,Fail,No,Yes,Yes,No,Yes,Yes
2026-02-03 10:53:47,2026-02-03 10:53:47,IP Address,,100,831,True,2026-02-03 10:53:47,R_F_0299,,,,,,,anonymous,EN,Education,Fail,No,No,Yes,No,No,Yes
